"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.734967167e0	-9.967236891e-3	4.391843677e-2	7.807787061e-3	4.570707208e-2
2.744949167e0	-1.993548243e-1	2.985939145e-2	2.144817173e-1	2.943405108e-1
2.754930167e0	-2.621272425e-1	1.428240895e-2	3.326077527e-1	4.237246696e-1
2.764911167e0	-2.650835947e-1	-8.687793016e-3	4.309362853e-1	5.060146953e-1
2.774893167e0	-3.183675168e-1	1.070215881e-2	4.956164306e-1	5.891587717e-1
2.784874167e0	-3.636679430e-1	2.922906160e-2	5.105660069e-1	6.275239901e-1
2.794856167e0	-3.707306486e-1	7.454673707e-2	5.411989850e-1	6.602232737e-1
2.804837167e0	-2.705566616e-1	1.384790236e-1	5.394933522e-1	6.192175903e-1
2.814819167e0	-1.663242685e-1	1.448220831e-1	4.663259733e-1	5.158460152e-1
2.824800167e0	-6.111919105e-2	1.442122185e-1	3.936164314e-1	4.236350015e-1
2.834782167e0	-1.795431420e-2	1.367728060e-1	3.890392309e-1	4.127719480e-1
2.844763167e0	-1.164867684e-2	1.201871789e-1	4.341493303e-1	4.506287725e-1
2.854744167e0	4.587725401e-3	1.178857148e-1	4.850873494e-1	4.992272284e-1
2.864726167e0	1.368920892e-2	1.381287754e-1	5.315914249e-1	5.494145940e-1
2.874707167e0	-4.121000648e-2	1.549710953e-1	5.886163956e-1	6.100684930e-1
2.884689167e0	-1.001514021e-1	1.799112242e-1	6.601412916e-1	6.915091300e-1
2.894670167e0	-1.129855288e-1	2.355463117e-1	7.600263530e-1	8.036714826e-1
2.904652167e0	-4.117506936e-2	2.359678960e-1	6.706674492e-1	7.121594356e-1
2.914633167e0	1.305777542e-1	1.230821353e-1	2.477061814e-1	3.058727092e-1
2.924615167e0	4.121189951e-1	-1.016772330e-2	-4.262924266e-1	5.930182811e-1
2.934596167e0	5.908702780e-1	-1.567404628e-2	-9.579154265e-1	1.125599985e0
2.944577167e0	6.167060541e-1	1.838019615e-1	-9.260785067e-1	1.127710477e0
2.954559167e0	5.522344351e-1	4.181051552e-1	-2.407696295e-1	7.333108526e-1
2.964540167e0	3.942320701e-1	4.470734310e-1	7.330665958e-1	9.448175547e-1
2.974522167e0	3.562483379e-1	2.633293569e-1	1.536704407e0	1.599285985e0
2.984503167e0	1.357958094e-1	2.818299472e-2	2.058713999e0	2.063380264e0
2.994485167e0	-7.324500069e-2	-2.112417752e-1	2.464184491e0	2.474306594e0
