"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.801473931E0	-1.144371152E0	-1.923567772E0	2.216169834E-1	2.249180383E0
4.819825337E0	-2.213573456E0	-7.642135620E-1	-2.060728073E-1	2.350828751E0
4.838163983E0	-2.235442877E0	5.783338547E-1	-7.342510223E-1	2.422973270E0
4.856489816E0	-8.032494783E-1	1.964467049E0	5.707476139E-1	2.197747335E0
4.874841223E0	-5.350509882E-1	2.414292336E0	2.183028221E0	3.298590495E0
4.893179869E0	-1.678140163E0	1.036152840E0	3.523888588E0	4.038261742E0
4.911505702E0	-2.459026575E0	-1.115294456E0	4.244919777E0	5.030908202E0
4.929857108E0	-1.602291107E0	-2.455775261E0	4.497427940E0	5.368894393E0
4.948195754E0	-1.132409096E0	-1.168896675E0	3.934200525E0	4.257534917E0
4.966521587E0	-1.807129741E0	6.489458084E-1	3.854988098E0	4.306713573E0
4.984872994E0	-1.844475985E0	3.521671295E-1	4.573910713E0	4.944367761E0
5.003211639E0	-2.258264780E0	-1.271528244E0	3.579757214E0	4.419412359E0
5.021537473E0	-2.987924576E0	-2.612136841E0	2.030327082E0	4.457934522E0
5.039888879E0	-2.837578058E0	-1.864174843E0	2.240202427E-1	3.402525849E0
5.058227525E0	-2.103578568E0	3.495416641E-1	-2.776194096E0	3.500639345E0
5.076553358E0	7.857620120E-1	1.982742310E0	-4.340364456E0	4.836057549E0
5.094904764E0	4.556430817E0	6.958200455E0	-2.951869965E0	8.825596390E0
5.113243410E0	7.816101551E0	1.406114388E1	-2.541466475E0	1.628699673E1
5.131569244E0	8.114644051E0	1.634377480E1	-2.247754097E0	1.838528817E1
5.149920650E0	5.272836208E0	1.197994614E1	-5.536342621E0	1.421172054E1
5.168259296E0	2.082490444E0	5.553935051E0	-8.672589302E0	1.050698654E1
5.186585129E0	-6.014891863E-1	1.195797920E0	-7.780600071E0	7.894900846E0
5.204936535E0	-3.763987541E0	-1.917292595E0	-8.311573982E0	9.323404698E0
5.223275181E0	-6.628503799E0	-4.336956024E0	-6.916605949E0	1.051597300E1
5.241601014E0	-5.207156658E0	-6.233738899E0	-3.413110733E0	8.810408958E0
5.259952421E0	3.018310070E-1	-7.404328823E0	-4.989900589E-1	7.427259142E0
5.278291066E0	4.597540855E0	-7.075366497E0	3.587975502E-1	8.445527140E0
5.296616900E0	7.009779930E0	-6.529676437E0	-2.348113060E-1	9.582735799E0
5.314968306E0	7.582740784E0	-5.104215622E0	-2.023466110E0	9.361911664E0
5.333306952E0	7.202001572E0	-2.072207928E0	-3.722861290E0	8.367948884E0
5.351632785E0	6.793432713E0	1.027826309E0	-4.430446625E0	8.175329488E0
5.369984191E0	5.127006531E0	2.615344048E0	-3.422885895E0	6.696444452E0
5.388322785E0	2.883940935E0	1.622890472E0	-2.451831102E0	4.118539129E0
5.406648671E0	1.528522253E0	5.230617523E-1	-2.385761499E0	2.881289955E0
